dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,small_long_backoff_probe_status,small_long_backoff_probe_after_params,small_no_backoff_probe_status,small_no_backoff_probe_after_params,big_probe_status,big_probe_after_params,big_probe_runtime_ms,big_probe_peak_rss_mb,manual_classification,current_rules_outcome,manual_reason
kotanchek,138,Operon,19,sympy,Operon,15.0,70.0,12.0,15.0,3.0,(0.9867714047431946 * (0.6002479791641235 * x1 - exp(0.2208170741796494 * x1)) * (0.6941707730293274 * x1 - exp(0.2583339512348175 * x1)) * ((1.2858601808547974 * x0 - 0.7564386129379272) * exp(0.8911798000335693 * x0) + 1.0) * exp(((2.1546506881713867 * x1 - exp(0.6885151863098145 * x0)) * exp(1.0648982524871826 * x0) - 1.0) * exp(-1.0648982524871826 * x0)) + 0.0034536698367447 * exp(0.8911798000335693 * x0)) * exp(-0.8911798000335693 * x0),(1.2688500569654266 * (exp(0.8911798000335693 * x0) * (x0 + -0.5882743895491591) + 0.7776895302374424) * (0.6002479791641235 * x1 - exp(0.2208170741796494 * x1)) * (0.6941707730293274 * x1 - exp(0.2583339512348175 * x1)) * exp(((2.1546506881713867 * x1 - exp(0.6885151863098145 * x0)) * exp(1.0648982524871826 * x0) + -1.0) * exp(-1.0648982524871826 * x0)) + 0.0034536698367447 * exp(0.8911798000335693 * x0)) * exp(-0.8911798000335693 * x0),ok,15.0,ok,15.0,ok,15.0,232.78020901489072,118.859375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,141,Operon,22,sympy,Operon,15.0,75.0,10.0,15.0,5.0,-0.9607962977390443 * exp(-0.9999709140625515 * x0 ** 2.0 + 1.9999104025243786 * x0 + 0.08768411202453105 * exp(exp(-0.16756994558621316 * x1 ** 2.0 + 0.836996054603478 * x1))) + 0.9996626973152161 * exp(-0.9999709140625515 * x0 ** 2.0 + 1.9999104025243786 * x0 - 0.004497913058093474 * x1 ** 2.0 + 0.0226408985825998 * x1 + 0.08768411202453105 * exp(exp(-0.16756994558621316 * x1 ** 2.0 + 0.836996054603478 * x1))) + 5.4139832173e-06,-0.9607962977390443 * exp(-0.9999709140625515 * x0 ** 2.0 + 1.9999104025243786 * x0 + 0.08768411202453105 * exp(exp(-0.16756994558621316 * x1 ** 2.0 + 0.836996054603478 * x1))) + 0.9996626973152161 * exp(-0.9999709140625515 * x0 ** 2.0 + 1.9999104025243786 * x0 + -0.004497913058093474 * x1 ** 2.0 + 0.0226408985825998 * x1 + 0.08768411202453105 * exp(exp(-0.16756994558621316 * x1 ** 2.0 + 0.836996054603478 * x1))) + 5.4139832173e-06,ok,15.0,memory_limit,na,ok,15.0,10495.44404199696,352.046875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,208,SRjl,29,original,PySR,16.0,35.0,5.0,9.0,4.0,(3.236280732539138 - (exp((x0 * 0.8711862948146658 * x0 - 1.4463777302232852) / -1.1229045766931818 - 0.38774714433390006) - 0.03493443331994396)) / 2.2742077730412187 - -0.5247126490556616 * 1.0567046218417722 - exp((x1 * -0.21525155901116402 - x1) / (1.4463777302232852 + 0.1702692227032015) * x1) / 0.9535730587566704 - -0.035812070963743975 / 0.7979280008756646 * -0.08613054453877614,(3.2712151658590822 - exp((-1.1604575201290437 + x0 * x0) * -0.7758328827728213)) / 2.2742077730412187 - -0.5544662813959574 - exp((x1 * -0.21525155901116402 - x1) / 1.6166469529264866 * x1) / 0.9535730587566704 - 0.0038656535048068826,ok,9.0,ok,9.0,ok,9.0,54.00158403790556,111.0625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,56,EPLEX,27,original,EPLEX,16.0,55.0,5.0,7.0,2.0,exp(x0 - exp(0.288 - x1 ** 2.0) - (0.466 - x0 + (x0 ** 2.0 + (0.178 + (0.215 + (exp(1.252 + (0.442 + (x1 ** 2.0 + x1 * (x1 - x1 ** 3.0)) * 0.115)) + (-0.001 + (0.069 - (0.173 + 0.109 * 0.256) + exp(-0.343 + x1) * 0.264) - 0.062)) * 0.144))))),exp(-0.144 * (5.770373777777778 + exp(-0.343 + x1) * 0.264 + exp(1.694 + (x1 ** 2.0 + x1 * (x1 - x1 ** 3.0)) * 0.115)) + (x0 - exp(0.288 - x1 ** 2.0) - x0 ** 2.0) + x0),ok,7.0,ok,7.0,ok,7.0,2051.3051250309218,204.90625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,137,Operon,18,sympy,Operon,16.0,58.0,11.0,13.0,2.0,(-1.0000067949295044 * (0.0016091535799205 * x1 - 0.0074326260946691) * (4.317282676696777 * x1 + exp(1.1061540842056274 * x1) + 0.969309637568713 * exp(3.6427340507507324 * x1 - exp(0.645723819732666 * x1)) + 5.32090425491333) - 2.6597272154e-06 * exp(1.3812974691390991 * x0 * (0.7240105271339417 * x0 - 1.4479488134384155))) * exp(-1.3812974691390991 * x0 * (0.7240105271339417 * x0 - 1.4479488134384155)),(-0.0016091645140056373 * (x1 - 4.618966261154704) * (4.317282676696777 * x1 + exp(1.1061540842056274 * x1) + 0.969309637568713 * exp(3.6427340507507324 * x1 - exp(0.645723819732666 * x1)) + 5.32090425491333) - 2.6597272154e-06 * exp(1.0000739087601787 * (x0 * (x0 - 1.9999002212996078)))) * exp(-1.0000739087601787 * (x0 * (x0 - 1.9999002212996078))),ok,13.0,ok,13.0,ok,13.0,104.10158400190994,112.59375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,46,EPLEX,17,original,EPLEX,16.0,67.0,6.0,13.0,7.0,exp(0.168 * ((-0.084 + ((x0 * -0.358) ** 2.0 - 0.794)) / (0.458 * (x0 * (-0.52 + (-0.467 + -0.961 / (-0.144 + ((-0.799 / (-0.608 * x0) ** 2.0) ** 3.0 - 0.955)) ** 2.0)))) ** 2.0)) + exp(0.548 ** 3.0 * ((-0.49 / (x1 * -0.786) ** 2.0 - 0.617) / x1 ** 2.0)) ** 3.0,exp(0.168 * ((-0.878 + (x0 * -0.358) ** 2.0) / (0.458 * (x0 * (-0.9870000000000001 + -0.961 / (-1.099 + (-0.799 / (-0.608 * x0) ** 2.0) ** 3.0) ** 2.0))) ** 2.0)) + exp((-0.49 / (x1 * -0.786) ** 2.0 + -0.617) * (0.16456659200000004 / x1 ** 2.0)) ** 3.0,ok,13.0,ok,13.0,ok,13.0,50.12320799869485,111.046875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,199,SRjl,20,sympy,PySR,16.0,68.0,9.0,14.0,5.0,(0.07960520452659406 * (x0 + 1.306703785320237 * exp(x0)) * ((4.163159714245772 * x1 - 0.2697526145950635 * exp(x1) + 1.9459994320156533) * exp(1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0) - 1.921832609458232) + (0.00803395943054373 * exp(x0 ** 2.0) + 0.02836243217522235) * exp(1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0)) * exp(-1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0) / (0.7398014287720319 * exp(x0 ** 2.0) + 2.611734354409015),0.010859615997064228 * (exp(1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0) * (exp(x0 ** 2.0) + 3.5303180729782215) + 41.25103983839537 * (exp(1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0) * (x1 - 0.06479516355618219 * exp(x1) + 0.46743328759564645) - 0.46162836436036303) * (x0 + 1.306703785320237 * exp(x0))) * (exp(-1.899130564103378 * (x1 - 0.9074669493168073) ** 2.0) / (exp(x0 ** 2.0) + 3.5303180729782215)),ok,14.0,ok,14.0,ok,14.0,520.8359170064796,127.96875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,149,Operon,30,sympy,Operon,17.0,43.0,11.0,17.0,6.0,((0.0002122125961842825 * x1 - 0.0002253897109767 * exp(0.3773067891597748 * x1)) * exp(0.5447754859924316 * x0 + exp(0.6602987051010132 * x0) + exp(1.1763114929199219 * x0)) + ((1.3680722417486635 - 0.9994593262672424 * exp(0.6509695649147034 * x0)) * exp(exp(1.1763114929199219 * x0)) - 1.137056359314377) * exp(exp(0.0994609072804451 * x1))) * exp(-0.5447754859924316 * x0 - exp(0.6602987051010132 * x0) - exp(1.1763114929199219 * x0)) / (0.9415363073348999 * x1 - exp(0.3773067891597748 * x1)),(-0.0002253897109767 * (exp(0.3773067891597748 * x1) + -0.9415363073349 * x1) * exp(0.5447754859924316 * x0 + exp(0.6602987051010132 * x0) + exp(1.1763114929199219 * x0)) + (-0.9994593262672424 * (exp(0.6509695649147034 * x0) + -1.3688123226165771) * exp(exp(1.1763114929199219 * x0)) + -1.137056359314377) * exp(exp(0.0994609072804451 * x1))) * (exp(-0.5447754859924316 * x0 - exp(0.6602987051010132 * x0) - exp(1.1763114929199219 * x0)) / (0.9415363073348999 * x1 - exp(0.3773067891597748 * x1))),ok,17.0,ok,17.0,ok,17.0,99.27708399482071,112.125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,130,Operon,11,sympy,Operon,18.0,62.0,10.0,14.0,4.0,(3.2214589013059935 * x1 + (2.8703616067811595 * x1 - 16.966283485403892) * exp(0.3564732372760773 * x1) + 0.0006644097738899 * exp(2.064720630645752 * x0 * (0.4841774106025696 * x0 - 0.9682721495628357) + 0.0918822064995766 * x1 * (3.7386786937713623 * x1 - 3.2311415672302246)) + 17.01768398993113) * exp(-2.064720630645752 * x0 * (0.4841774106025696 * x0 - 0.9682721495628357) - 0.0918822064995766 * x1 * (3.7386786937713623 * x1 - 3.2311415672302246)),(3.2214589013059935 * x1 + 2.8703616067811595 * (x1 - 5.9108522930774505) * exp(0.3564732372760773 * x1) + 0.0006644097738899 * exp(0.9996910885637647 * ((x0 - 1.999829253408992) * x0 - -0.34362419722095633 * (x1 * (x1 - 0.8642469256888284)))) + 17.01768398993113) * exp(-0.9996910885637647 * ((x0 - 1.999829253408992) * x0) - 0.3435180477766676 * (x1 * (x1 - 0.8642469256888284))),ok,14.0,memory_limit,na,ok,14.0,24914.906165999128,550.296875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
kotanchek,145,Operon,26,sympy,Operon,20.0,67.0,9.0,14.0,5.0,(-1.0000044107437134 * (0.0077679147943854 * x1 - 0.0477729775011539) * (0.9088089466094971 * x1 + 1.0031132698059082) - 1.7344426624e-06 * exp(1.4605207443237305 * x0 * (0.6846604943275452 * x0 - 1.3692940473556519) - exp((1.8745909929275513 - 0.6161273121833801 * x1) * (0.9453756809234619 * x1 - 1.842776894569397)))) * exp(-1.4605207443237305 * x0 * (0.6846604943275452 * x0 - 1.3692940473556519) + exp((1.8745909929275513 - 0.6161273121833801 * x1) * (0.9453756809234619 * x1 - 1.842776894569397))),(-0.007059581599505541 * ((x1 + 1.103766939738251) * (x1 + -6.150038815524072)) + -1.7344426624e-06 * exp(0.9999608547843195 * ((x0 + -1.9999606501329321) * x0) - exp(-0.5824717772909054 * (x1 + -3.042538377798143) * (x1 + -1.9492535420091783)))) * exp(-0.9999608547843195 * ((x0 + -1.9999606501329321) * x0) + exp(-0.5824717772909054 * (x1 + -3.042538377798143) * (x1 + -1.9492535420091783))),ok,14.0,ok,14.0,ok,14.0,222.5649589963723,119.9375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,25,Bingo,25,original,Bingo,4.0,16.0,2.0,4.0,2.0,exp(-2.377396411352944 * ((-10.503285479940024 - log(abs(0.14985143797609368 * x0))) ** (-1.0) * log(abs(1.4308910409656768 * (x0 * x1))))),exp(-2.377396411352944 * ((-10.503285479940024 - log(abs(0.14985143797609368 * x0))) ** (-1.0) * log(abs(1.4308910409656768 * (x0 * x1))))),ok,4.0,ok,4.0,ok,4.0,24.622791999718174,109.578125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,21,Bingo,21,original,Bingo,4.0,20.0,3.0,4.0,1.0,2.0 * 0.17850583364543127 * ((x0 + exp(x0)) * (-1.0 * 0.17850583364543127 * (x0 * exp(x0)) + exp(2.0 * 0.17850583364543127 * (x0 + exp(x0))) - log(abs(2.0 * 0.17850583364543127 * (x0 + exp(x0))))) ** (-1.0)),0.35701166729086253 * ((x0 + exp(x0)) * (-0.17850583364543127 * (x0 * exp(x0)) + exp(0.35701166729086253 * (x0 + exp(x0))) - log(abs(0.35701166729086253 * (x0 + exp(x0))))) ** (-1.0)),ok,4.0,ok,4.0,ok,4.0,35.51091699046083,109.640625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,14,Bingo,14,original,Bingo,5.0,20.0,3.0,5.0,2.0,(-0.008870475378536939 + -0.0506336679649604 * x1) * ((x0 + -0.3460574947000204 * (1.0326587094648079 + exp(x0))) ** (-1.0) * log(abs(-9.541496629390634 + 2.0 * x1))),(-0.008870475378536939 + -0.0506336679649604 * x1) * ((x0 + -0.3460574947000204 * (1.0326587094648079 + exp(x0))) ** (-1.0) * log(abs(-9.541496629390634 + 2.0 * x1))),ok,5.0,ok,5.0,ok,5.0,26.89329200075008,109.609375,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,27,Bingo,27,original,Bingo,5.0,21.0,4.0,5.0,1.0,-1.9305547847352778 * ((10.665734721501936 + x0 * (x0 * x0) * (x0 * (x0 * x0)) + 2.057897964881403 * x1 - x0) ** (-1.0) * (0.20556825888097427 + -2.9052829962789213 * x0 + exp(log(abs(x0))) - x1)),-1.9305547847352778 * ((10.665734721501936 + x0 * (x0 * x0) * (x0 * (x0 * x0)) + 2.057897964881403 * x1 - x0) ** (-1.0) * (-2.9052829962789213 * (x0 + -0.07075670739968036) + exp(log(abs(x0))) - x1)),ok,5.0,ok,5.0,ok,5.0,41.71587599557824,110.0,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,6,Bingo,7,original,Bingo,5.0,21.0,4.0,5.0,1.0,0.33963694568414915 * log(abs(-35.167844692926785 * (-1.0 * (2.0 ** (-1.0) * 1.1727867299483856 ** (-1.0)) * (x0 * ((58.20319882282552 + x0) * x1)) + log(abs(x1))))) - 1.1727867299483856,0.33963694568414915 * log(abs(-35.167844692926785 * (-0.42633497398286985 * (x0 * ((58.20319882282552 + x0) * x1)) + log(abs(x1))))) - 1.1727867299483856,ok,5.0,ok,5.0,ok,5.0,42.42495901416987,110.0,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,42,EPLEX,13,sympy,EPLEX,5.0,27.0,4.0,5.0,1.0,log(abs(log(abs(x0 ** 2.0 + 0.694)) + 2.03252032520325 * log(abs(log(abs((13.991224004743 * x1 ** 4.0 + 0.867051) / x1)) + 0.313)))),log(abs(log(abs(x0 ** 2.0 + 0.694)) + 2.03252032520325 * log(abs(log(abs((x1 ** 4.0 + 0.061971061267125115) * (13.991224004743 / x1))) + 0.313)))),ok,5.0,ok,5.0,ok,5.0,38.64141600206494,109.859375,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,23,Bingo,23,original,Bingo,5.0,29.0,4.0,5.0,1.0,-5.64393372152411 + 0.002708862303985314 * x1 ** (-1.0) + -0.06435725235582418 * ((-2311.5964730737646 - x0) * log(abs(3566206920.7839065 * (x0 ** (-1.0) * x1 ** (-1.0)))) ** (-1.0)),-5.64393372152411 + 0.002708862303985314 * x1 ** (-1.0) + -0.06435725235582418 * ((-2311.5964730737646 - x0) * log(abs(3566206920.7839065 * (x0 ** (-1.0) * x1 ** (-1.0)))) ** (-1.0)),ok,5.0,ok,5.0,ok,5.0,32.74679198511876,110.21875,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,30,EPLEX,1,sympy,EPLEX,6.0,23.0,4.0,5.0,1.0,log(abs(log(abs(0.170714251278031 / ((x0 ** 2.0 + 0.5979311721486) * ((x1 + 0.178084) * (1.077 * x1 + 0.270967476105117) + 0.497005071270832)))))),log(abs(log(abs(0.1585090541114494 / ((x0 ** 2.0 + 0.5979311721486) * ((x1 + 0.178084) * (x1 + 0.2515946853343705) + 0.46147174676957475)))))),ok,5.0,ok,5.0,ok,5.0,41.22375001315959,110.015625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,42,EPLEX,13,original,EPLEX,6.0,29.0,4.0,6.0,2.0,log(abs(log(abs(0.313 + log(abs(1.889 / (x1 / 0.459) + (x1 / 0.415) ** 3.0)))) / 0.492 + log(abs(0.694 + x0 ** 2.0)))),log(abs(log(abs(0.313 + log(abs(1.889 / (x1 / 0.459) + (x1 / 0.415) ** 3.0)))) / 0.492 + log(abs(0.694 + x0 ** 2.0)))),ok,6.0,ok,6.0,ok,6.0,24.194083991460506,109.59375,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,52,EPLEX,23,sympy,EPLEX,6.0,29.0,3.0,4.0,1.0,log(abs(-0.181476 * log(abs(0.433)) - log(abs((x1 * (0.455625 * x0 ** 2.0 + 0.2386768) + 0.0489999999999999) * log(abs(0.005177690125)) ** 2.0)))),log(abs(0.15189859708158246 - log(abs(12.622334297124139 * (x1 * (x0 ** 2.0 + 0.5238448285322359) + 0.10754458161865547))))),ok,4.0,ok,4.0,ok,4.0,39.14187496411614,110.125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,45,EPLEX,16,sympy,EPLEX,6.0,33.0,5.0,6.0,1.0,log(abs(0.831726022794283 * log(abs(-3.3112582781457 * log(abs(log(abs(-0.021)) - 0.607 * exp(1.8450184501845 * log(abs(2.23713646532438 * x1 * exp(log(abs(x0)))))))))) ** 2.0)),log(abs(0.831726022794283 * log(abs(-3.3112582781457 * log(abs(-0.607 * (exp(1.8450184501845 * log(abs(2.23713646532438 * x1 * exp(log(abs(x0)))))) + 6.364469260722758))))) ** 2.0)),ok,6.0,ok,6.0,ok,6.0,45.00512601225637,110.25,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,26,Bingo,26,original,Bingo,6.0,36.0,5.0,6.0,1.0,0.2497806421525048 + (-0.6964203985908678 + 2.0 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))))) * (0.11848913269441189 + (0.13470217521610287 + 0.5185123293134022 * x0) * (-0.0008622481242864235 + 2.0 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0)))))),0.2497806421525048 + 2.0740493172536087 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.3482101992954339) * ((exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.00043112406214321176) * (x0 + 0.25978586737652176) + 0.11425874178470499),ok,6.0,ok,6.0,ok,6.0,57.464374986011535,110.625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
