dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,small_long_backoff_probe_status,small_long_backoff_probe_after_params,small_no_backoff_probe_status,small_no_backoff_probe_after_params,big_probe_status,big_probe_after_params,big_probe_runtime_ms,big_probe_peak_rss_mb,manual_classification,current_rules_outcome,manual_reason,agent_status,agent_id,conclusion_kind,new_rule_family,proposed_rule,proof_summary,domain_notes,remaining_gap_notes
pagie,3,Bingo,4,original,Bingo,10.0,49.0,6.0,8.0,2.0,321.50462762611204 * (((-2588.281378882496) ** (-1.0) * (x0 * x1) + log(abs(3323.2144588507704 * (x0 * x1))) - 3.834139037636267) * (((-2588.281378882496) ** (-1.0) * (x0 * x1) + log(abs(3323.2144588507704 * (x0 * x1))) - (-2588.281378882496 + 3.834139037636267 + log(abs(-2588.281378882496)))) ** (-1.0) * log(abs(log(abs(3323.2144588507704 * (x0 * x1))))))),321.50462762611204 * ((-0.00038635675709715734 * (x0 * x1) + log(abs(3323.2144588507704 * (x0 * x1))) + -3.834139037636267) * ((-0.00038635675709715734 * (x0 * x1) + log(abs(3323.2144588507704 * (x0 * x1))) + 2576.588490470697) ** (-1.0) * log(abs(log(abs(3323.2144588507704 * (x0 * x1))))))),ok,8.0,ok,8.0,ok,8.0,48.12233301345259,110.234375,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,43,EPLEX,14,sympy,EPLEX,10.0,52.0,1.0,10.0,9.0,3.59180012268391 * log(abs(exp(exp(-0.230296875 * x0 ** 3.0)))) * exp(((x0 + log(abs(x1 + 0.71))) * (log(abs(x1 - log(abs(x1 + 0.912)) - 1.00142895121963)) + 0.0240880403827765) + 0.502459875) / (log(abs(x1 - log(abs(x1 + 0.912)) - 1.00142895121963)) + 0.0240880403827765)),3.59180012268391 * log(abs(exp(exp(-0.230296875 * x0 ** 3.0)))) * exp(((x0 + log(abs(x1 + 0.71))) * (log(abs(x1 - log(abs(x1 + 0.912)) + -1.00142895121963)) + 0.0240880403827765) + 0.502459875) / (log(abs(x1 - log(abs(x1 + 0.912)) + -1.00142895121963)) + 0.0240880403827765)),ok,10.0,ok,10.0,ok,10.0,40.67970797768794,109.4375,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,47,EPLEX,18,original,EPLEX,10.0,59.0,9.0,10.0,1.0,exp(log(abs(0.256 * x1)) * 0.447 ** 2.0) / (exp(-1.0 * 0.916 ** 3.0) + (log(abs(log(abs(0.139 * x1)) * (0.383 / exp(0.14 * (log(abs(log(abs(x0 * (0.116 * x1) * x0)) * -0.439 * x1)) * log(abs(x0 * (exp(-1.0 * 1.01 ** 3.0) + log(abs(x1)))))))) ** 2.0 * x1)) * 0.385 / x0) ** 2.0),exp(log(abs(0.256 * x1)) * 0.19980900000000001) / (0.4636731950126199 + (log(abs(log(abs(0.139 * x1)) * (0.383 / exp(0.14 * (log(abs(log(abs(x0 * (0.116 * x1) * x0)) * -0.439 * x1)) * log(abs(x0 * (0.3568995176449873 + log(abs(x1)))))))) ** 2.0 * x1)) * 0.385 / x0) ** 2.0),ok,10.0,ok,10.0,ok,10.0,61.17287598317489,110.734375,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,30,EPLEX,1,sympy,EPLEX,10.0,67.0,7.0,8.0,1.0,-0.373321 * (x0 + 1.504) * (2.66666666666667 * x0 * log(abs(-1.0 * (0.79428117553614 * x0 * x1 - 0.678 * exp(x0)) * exp(-1.0 * x0))) - 0.357 * exp(x0)) * (1.10627664176342 * log(abs(-1.0 * (1.26582278481013 * x0 ** 2.0 - 0.703 * exp(x0)) * exp(-1.0 * x0))) - 0.151454358434797) * exp(-3.0 * x0),-1.1013234724793661 * ((log(abs((-0.79428117553614 * x0 * x1 + 0.678 * exp(x0)) * exp(-1.0 * x0))) * x0 + -0.13387499999999983 * exp(x0)) * (x0 + 1.504)) * (log(abs(-1.26582278481013 * (x0 ** 2.0 + -0.5553699999999985 * exp(x0)) * exp(-1.0 * x0))) + -0.13690459756374923) * exp(-3.0 * x0),ok,8.0,memory_limit,na,ok,8.0,120752.9828750121,695.5625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,47,EPLEX,18,sympy,EPLEX,10.0,67.0,9.0,10.0,1.0,x0 ** 2.0 * exp(0.199809 * log(abs(0.256 * x1))) / (0.46367319501262 * x0 ** 2.0 + 0.148225 * log(abs(0.146689 * x1 * log(abs(0.139 * x1)) * exp(-0.28 * log(abs(x0 * (log(abs(x1)) + 0.356899517644987))) * log(abs(-0.439 * x1 * log(abs(0.116 * x0 ** 2.0 * x1))))))) ** 2.0),x0 ** 2.0 * exp(0.199809 * log(abs(0.256 * x1))) / (0.46367319501262 * x0 ** 2.0 + 0.148225 * log(abs(0.146689 * x1 * log(abs(0.139 * x1)) * exp(-0.28 * log(abs(x0 * (log(abs(x1)) + 0.356899517644987))) * log(abs(-0.439 * x1 * log(abs(0.116 * x0 ** 2.0 * x1))))))) ** 2.0),ok,10.0,ok,10.0,ok,10.0,42.22379100974649,110.890625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,30,EPLEX,1,original,EPLEX,11.0,29.0,4.0,6.0,2.0,log(abs(log(abs(exp(-0.95) * exp(1.068 / -1.306) / ((0.684 ** 3.0 / -0.404) ** 3.0 + (-0.084 + -1.077 * (x1 + exp(-1.751))) * (x1 - -1.0 * 0.422 ** 2.0)) / (-1.0 * 0.991 ** 3.0 + (exp(-0.98) - x0 ** 2.0)))))),log(abs(log(abs(-0.1585090541114496 / ((x1 + 0.178084) * (0.2515946853343707 + x1) + 0.46147174676957436) / (-0.9732422709999999 + (0.37531109885139957 - x0 ** 2.0)))))),ok,6.0,ok,6.0,ok,6.0,44.77995802881196,110.578125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,52,EPLEX,23,original,EPLEX,11.0,29.0,3.0,5.0,2.0,log(abs(-1.0 * 0.426 ** 2.0 * log(abs(0.433)) - log(abs(log(abs(-0.601 * (-1.0 * 0.205 ** 3.0))) ** 2.0 * (x1 * (0.211 + ((x0 * (0.152 + 0.523)) ** 2.0 - -1.0 * 0.465 ** 2.0 * 0.128)) - (-0.608 + 0.559)))))),log(abs(0.15189859708158246 - log(abs(27.70334002112294 * (x1 * (0.2386768 + (x0 * 0.675) ** 2.0) - -0.04899999999999993))))),ok,5.0,ok,5.0,ok,5.0,42.58683402440511,110.46875,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,27,Bingo,27,original,Bingo,11.0,41.0,7.0,11.0,4.0,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (-1.0 * -0.4457591552950685 * (x1 ** (-1.0) * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0)))) ** (-1.0)) + x1 * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0))))))),0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (0.4457591552950685 * (x1 ** (-1.0) * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0)))) ** (-1.0)) + x1 * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0))))))),ok,11.0,ok,11.0,ok,11.0,81.42087497981265,110.640625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,58,EPLEX,29,sympy,EPLEX,11.0,59.0,9.0,10.0,1.0,2.2818807653293 - 1.0 * log(abs(0.235 + 0.078310985281 * log(abs(-1.0 * exp(-1.0 * x0 ** 2.0 + log(abs(log(abs(0.897 - 0.164047378003738 * exp(log(abs(-0.003 - 0.276544027789322 / x1)))))))) - 0.155)) ** 4.0 * exp(1.48145233407848 * exp(-0.658 / x1 ** 2.0)) / log(abs(-0.035)) ** 2.0)) ** 2.0,2.2818807653293 - log(abs(0.235 + exp(1.48145233407848 * exp(-0.658 / x1 ** 2.0)) * 0.006968016239569429 * log(abs(-0.155 - exp(log(abs(log(abs(0.897 - 0.164047378003738 * exp(log(abs(-0.003 - 0.276544027789322 / x1))))))) - x0 ** 2.0))) ** 4.0)) ** 2.0,ok,10.0,ok,10.0,ok,10.0,66.5430000226479,111.203125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,36,EPLEX,7,original,EPLEX,11.0,66.0,8.0,10.0,2.0,log(abs(log(abs(log(abs(((1.45 + exp(log(abs(x1 / (log(abs(log(abs(2.209 / (log(abs(2.1 ** 2.0 / (log(abs(0.42 / x1)) / (x0 / x1) ** 3.0 / x1) ** 3.0)) / 0.306 ** 3.0))) / 0.347 ** 3.0)) / x0 / log(abs((0.243 / x1) ** 3.0))) ** 3.0)) - 0.147 - 0.43)) ** 2.0 / 1.003) ** 3.0)))))) + 0.671,log(abs(log(abs(log(abs(((1.45 + exp(-0.577 + log(abs(x1 / (log(abs(log(abs(2.209 / (log(abs(4.41 / (log(abs(0.42 / x1)) / (x0 / x1) ** 3.0 / x1) ** 3.0)) / 0.028652616))) / 0.04178192299999999)) / x0 / log(abs((0.243 / x1) ** 3.0))) ** 3.0)))) ** 2.0 / 1.003) ** 3.0)))))) + 0.671,ok,10.0,ok,10.0,ok,10.0,55.52191601600498,110.921875,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,50,EPLEX,21,sympy,EPLEX,11.0,68.0,7.0,8.0,1.0,1.11404774538647 * exp(log(abs((-1.0 * x1 - 0.553) * exp(x0 + log(abs(log(abs(2.9653646212045 * exp(x1 + log(abs(log(abs((0.212 - 1.11201023680478 * log(abs(0.252)) ** 2.0) / log(abs(0.252)) ** 2.0))))) - 1.08701408761129))))) / (exp(0.007645373 * x0 * log(abs(-1.0 * (log(abs(exp(3.0 * x0))) - 0.594) ** 3.0)) ** 3.0) - 0.131769)))),1.11404774538647 * exp(log(abs((-0.553 - x1) * (exp(x0 + log(abs(log(abs(2.9653646212045 * (exp(x1 + -7.778923958903737) - 0.3665701276120831)))))) / (exp(0.007645373 * x0 * log(abs(-1.0 * (log(abs(exp(3.0 * x0))) - 0.594) ** 3.0)) ** 3.0) - 0.131769))))),ok,8.0,ok,8.0,ok,8.0,72.97204103088006,110.828125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,54,EPLEX,25,original,EPLEX,11.0,69.0,7.0,10.0,3.0,exp(-1.0 * 0.772 ** 2.0) - (-0.16 + exp(log(abs(-0.598)) * (x1 - (x1 - exp(log(abs(log(abs(log(abs(x0 * (-1.0 * 0.413 ** 3.0))) * (-1.0 * 0.543 ** 3.0))) + exp(-0.33 * (0.032 + (x1 - x1 * (exp(log(abs(exp(log(abs(exp(log(abs(x0 * (-1.0 * 0.371 ** 2.0))))))) * (-1.0 * 0.774 ** 2.0)))) * (-1.0 * 0.543 ** 2.0))) ** 2.0 - log(abs(x0 * (-1.0 * 0.735 ** 3.0))))) ** 2.0))) ** 2.0)) ** 2.0) ** 3.0),0.7110200952423344 - exp(-0.5141645250315053 * (exp(log(abs(log(abs(log(abs(x0 * -0.070444997)) * -0.16010300700000005)) + exp(-0.33 * (0.032 + (x1 - x1 * (exp(log(abs(exp(log(abs(exp(log(abs(x0 * -0.13764099999999999)))))) * -0.599076))) * -0.294849)) ** 2.0 - log(abs(x0 * -0.397065375)))) ** 2.0))) ** 2.0) ** 2.0) ** 3.0,ok,10.0,ok,10.0,ok,10.0,68.31258398597129,108.328125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,38,EPLEX,9,sympy,EPLEX,11.0,71.0,8.0,10.0,2.0,log(abs(log(abs(0.216491281687613 * (x1 - 0.012) ** 2.0 * exp(2.0 * log(abs(0.505521))) / ((x0 - 0.016581375 * (x0 + 0.162) ** 3.0) ** 2.0 * (x1 * (x1 - 0.012) + 0.099892716042323 * exp(log(abs(-1.0 * exp(log(abs(0.666 / (x0 - log(abs(exp(log(abs(0.746))))) ** 9.0)))) / (x0 - 0.024389 * (x0 - 0.717) ** 3.0))))) ** 2.0))))),log(abs(log(abs(0.055324667754330335 * (x1 - 0.012) ** 2.0 / ((x0 - 0.016581375 * (x0 + 0.162) ** 3.0) ** 2.0 * (x1 * (x1 - 0.012) + 0.099892716042323 * exp(log(abs(-1.0 * exp(log(abs(0.666 / (x0 - -1.5929585714187373e-05)))) / (x0 - 0.024389 * (x0 - 0.717) ** 3.0))))) ** 2.0))))),ok,10.0,ok,10.0,ok,10.0,60.473333025584,110.671875,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,43,EPLEX,14,original,EPLEX,11.0,72.0,8.0,9.0,1.0,1.978 - exp(x1 ** 3.0 * log(abs(1.562)) - exp(x1 - (exp(0.728 * log(abs(0.875)) - exp(log(abs(x1 ** 3.0 * (x0 ** 2.0 * log(abs(1.018)) - exp(log(abs(1.937)) - exp(x1))))) - exp(log(abs(1.683))))) / x1) ** 2.0)) - exp(log(abs(1.886)) * 1.807 - exp(log(abs(1.557)) * (log(abs(1.333)) + x0 ** 2.0))),1.978 - exp(x1 ** 3.0 * 0.44596705141749426 - exp(x1 - (exp(-0.09721085383065246 - exp(log(abs(x1 ** 3.0 * (x0 ** 2.0 * 0.017839918128331016 - exp(0.6611403844248589 - exp(x1))))) - 1.683)) / x1) ** 2.0)) - exp(1.146465938869757 - exp(0.44276089285186127 * (0.28743204119657156 + x0 ** 2.0))),ok,9.0,ok,9.0,ok,9.0,44.3812089797575,110.640625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,43,EPLEX,14,sympy,EPLEX,11.0,78.0,8.0,9.0,1.0,-1.0 * exp(x1 ** 3.0 * log(abs(1.562)) - exp((x1 ** 3.0 - exp(1.456 * log(abs(0.875)) - 2.0 * exp(log(abs(x1 ** 3.0 * (x0 ** 2.0 * log(abs(1.018)) - exp(log(abs(1.937)) - exp(x1))))) - exp(log(abs(1.683)))))) / x1 ** 2.0)) - exp(1.807 * log(abs(1.886)) - exp((x0 ** 2.0 + log(abs(1.333))) * log(abs(1.557)))) + 1.978,-1.0 * exp(x1 ** 3.0 * 0.44596705141749426 - exp((x1 ** 3.0 - exp(-0.19442170766130493 - 2.0 * exp(log(abs(x1 ** 3.0 * (x0 ** 2.0 * 0.017839918128331016 - exp(0.6611403844248589 - exp(x1))))) + -1.683))) / x1 ** 2.0)) - exp(1.146465938869757 - exp((x0 ** 2.0 + 0.28743204119657156) * 0.44276089285186127)) + 1.978,ok,9.0,ok,9.0,ok,9.0,52.763542014872655,110.953125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,17,Bingo,17,original,Bingo,12.0,23.0,4.0,8.0,4.0,(-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1) * log(abs(-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1 + -86.49043797591587 * (x0 * (x1 * (-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1))) + -2.0 * (x1 * (-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1 + -86.49043797591587 * (x0 * (x1 * (-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1)))) ** (-1.0)))),-0.00015170797954567304 * (x1 + -2215.712358617164) * log(abs(0.013121289595346548 * ((x1 + -2215.712358617164) * (x0 * x1 + -0.011561971743956945)) + -2.0 * (x1 * (0.013121289595346548 * ((x1 + -2215.712358617164) * (x0 * x1 + -0.011561971743956945))) ** (-1.0)))),ok,8.0,memory_limit,na,ok,8.0,11916.38624999905,578.203125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,53,EPLEX,24,original,EPLEX,12.0,55.0,6.0,8.0,2.0,0.726 ** 3.0 * (x1 / exp((log(abs(exp(1.026) - 0.052)) - x0 + exp(log(abs(-0.001)))) ** 2.0) + (x1 / (x1 / exp(0.162) - log(abs(0.729 * log(abs(0.068)) ** 2.0)) ** 3.0) + 0.272) / exp((log(abs(exp(log(abs(log(abs(0.107))))) + 0.131 / 0.684)) - x0 + 0.135) ** 2.0)),0.382657176 * (x1 / exp((1.0071853410296334 - x0 + 0.0010000000000000002) ** 2.0) + (x1 / (x1 / 1.1758602413209998 + -4.588343219352302) + 0.272) / exp((0.8864280113449994 - x0 + 0.135) ** 2.0)),ok,8.0,ok,8.0,ok,8.0,43.06470800656825,110.921875,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,50,EPLEX,21,original,EPLEX,12.0,58.0,7.0,8.0,1.0,exp(0.108 + log(abs((x1 + 0.553) * (exp(x0 + log(abs(log(abs(exp(x1 + log(abs(log(abs(0.212 / log(abs(0.252)) ** 2.0 + -1.105 * exp((0.282 ** 2.0) ** 2.0)))))) / exp(-1.087) + -1.087 * exp((0.06 ** 2.0) ** 2.0)))))) / (0.363 ** 2.0 - exp((0.197 * log(abs((0.594 - log(abs(exp(x0) ** 3.0))) ** 3.0))) ** 3.0 * x0)))))),exp(0.108 + log(abs((x1 + 0.553) * (exp(x0 + log(abs(log(abs(exp(x1 + -7.778923958893129) / 0.33722665767618487 + -1.0870140876112875))))) / (0.131769 - exp((0.197 * log(abs((0.594 - log(abs(exp(x0) ** 3.0))) ** 3.0))) ** 3.0 * x0)))))),ok,8.0,ok,8.0,ok,8.0,52.982249966589734,110.84375,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
pagie,49,EPLEX,20,original,EPLEX,12.0,66.0,9.0,11.0,2.0,exp(0.305 * log(abs(log(abs(log(abs(-0.286)))) * x1 * x0))) + 0.36 + log(abs(-0.045 * x1 * x0)) * (0.122 - exp(0.314 * log(abs(exp(log(abs((0.4 - log(abs(x1 * log(abs(-0.035))))) * x1 * x0 * (-0.029 * log(abs((-1.0 * 0.25 ** 2.0 - log(abs(-0.17))) * x0)))))) * -0.136)))),exp(0.305 * log(abs(0.22455333163660882 * x1 * x0))) + 0.36 + log(abs(-0.045 * x1 * x0)) * (0.122 - exp(0.314 * log(abs(exp(log(abs((0.4 - log(abs(x1 * -3.3524072174927233))) * x1 * x0 * (-0.029 * log(abs(1.7094568419318752 * x0)))))) * -0.136)))),ok,11.0,ok,11.0,ok,11.0,87.23333300440572,111.125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs.",pending,pending,pending,pending,pending,pending,pending,pending
